Date,Close Stock Price,Close Currency Rate,Total_Sales_EUR_Million,EPS
2019-11-11,240.710312,1.102244,7587.798913,3.565000
2019-11-12,241.446991,1.103546,7580.689130,3.570000
2019-11-13,241.446991,1.101237,7573.579348,3.575000
2019-11-14,240.802383,1.101322,7566.469565,3.580000
2019-11-15,241.047948,1.102050,7559.359783,3.585000
2019-11-16,241.293513,1.103203,7552.250000,3.590000
2019-11-17,241.539078,1.104357,7545.140217,3.595000
2019-11-18,240.157776,1.105510,7538.030435,3.600000
2019-11-19,238.131927,1.107236,7530.920652,3.605000
2019-11-20,235.277283,1.108000,7523.810870,3.610000
2019-11-21,235.185211,1.107886,7516.701087,3.615000
2019-11-22,235.185211,1.106586,7509.591304,3.620000
2019-11-23,235.185211,1.105143,7502.481522,3.625000
2019-11-24,235.185211,1.103700,7495.371739,3.630000
2019-11-25,236.934830,1.102256,7488.261957,3.635000
2019-11-26,237.487320,1.101443,7481.152174,3.640000
2019-11-27,236.658554,1.102256,7474.042391,3.645000
2019-11-28,238.224045,1.100485,7466.932609,3.650000
2019-11-29,236.075378,1.101176,7459.822826,3.655000
2019-11-30,233.926712,1.101419,7452.713043,3.660000
2019-12-01,231.778046,1.101661,7445.603261,3.665000
2019-12-02,231.133453,1.101904,7438.493478,3.670000
2019-12-03,233.067245,1.107911,7431.383696,3.675000
2019-12-04,231.317642,1.108525,7424.273913,3.680000
2019-12-05,236.382324,1.108303,7417.164130,3.685000
2019-12-06,235.614950,1.110543,7410.054348,3.690000
2019-12-07,234.847575,1.108992,7402.944565,3.695000
2019-12-08,234.080200,1.107440,7395.834783,3.700000
2019-12-09,235.277283,1.105889,7388.725000,3.705000
2019-12-10,234.264359,1.106499,7381.615217,3.710000
2019-12-11,236.013962,1.109275,7374.505435,3.715000
2019-12-12,236.013962,1.113586,7367.395652,3.720000
2019-12-13,237.518031,1.118606,7360.285870,3.725000
2019-12-14,239.022100,1.116553,7353.176087,3.730000
2019-12-15,240.526169,1.114499,7346.066304,3.735000
2019-12-16,235.737732,1.112446,7338.956522,3.740000
2019-12-17,235.645645,1.113697,7331.846739,3.745000
2019-12-18,238.408188,1.115138,7324.736957,3.750000
2019-12-19,243.749176,1.111593,7317.627174,3.755000
2019-12-20,243.933324,1.112595,7310.517391,3.760000
2019-12-21,244.117472,1.111058,7303.407609,3.765000
2019-12-22,244.301620,1.109521,7296.297826,3.770000
2019-12-23,243.564941,1.107984,7289.188043,3.775000
2019-12-24,243.564941,1.109385,7282.078261,3.780000
2019-12-25,244.301643,1.109016,7274.968478,3.785000
2019-12-26,245.038345,1.109545,7267.858696,3.790000
2019-12-27,244.148188,1.110112,7260.748913,3.795000
2019-12-28,243.258031,1.112818,7253.639130,3.800000
2019-12-29,242.367874,1.115524,7246.529348,3.805000
2019-12-30,243.104538,1.118230,7239.419565,3.810000
2019-12-31,243.196632,1.120230,7232.309783,3.815000
2020-01-01,243.288727,1.122083,7225.200000,3.820000
2020-01-02,243.012451,1.122083,7210.102198,3.820000
2020-01-03,242.736186,1.117144,7195.004396,3.820000
2020-01-04,242.459920,1.116828,7179.906593,3.820000
2020-01-05,242.183655,1.116512,7164.808791,3.820000
2020-01-06,239.052811,1.116196,7149.710989,3.820000
2020-01-07,240.526169,1.119799,7134.613187,3.820000
2020-01-08,241.999512,1.115474,7119.515385,3.820000
2020-01-09,243.012451,1.111321,7104.417582,3.820000
2020-01-10,242.582718,1.111111,7089.319780,3.820000
2020-01-11,242.152985,1.111296,7074.221978,3.820000
2020-01-12,241.723251,1.111482,7059.124176,3.820000
2020-01-13,242.920349,1.111667,7044.026374,3.820000
2020-01-14,248.077103,1.113573,7028.928571,3.820000
2020-01-15,248.445465,1.113090,7013.830769,3.820000
2020-01-16,253.510147,1.115400,6998.732967,3.820000
2020-01-17,253.203196,1.113958,6983.635165,3.820000
2020-01-18,252.896245,1.112458,6968.537363,3.820000
2020-01-19,252.589294,1.110959,6953.439560,3.820000
2020-01-20,249.274246,1.109459,6938.341758,3.820000
2020-01-21,247.708755,1.109693,6923.243956,3.820000
2020-01-22,245.867081,1.108561,6908.146154,3.820000
2020-01-23,249.090057,1.109644,6893.048352,3.820000
2020-01-24,245.253184,1.105522,6877.950549,3.820000
2020-01-25,241.416311,1.104527,6862.852747,3.820000
2020-01-26,237.579437,1.103531,6847.754945,3.820000
2020-01-27,240.894485,1.102536,6832.657143,3.820000
2020-01-28,241.539078,1.101977,6817.559341,3.820000
2020-01-29,239.052811,1.102256,6802.461538,3.820000
2020-01-30,231.962219,1.101686,6787.363736,3.820000
2020-01-31,232.913773,1.102913,6772.265934,3.820000
2020-02-01,233.865326,1.104935,6757.168132,3.820000
2020-02-02,234.816879,1.106957,6742.070330,3.820000
2020-02-03,240.802383,1.108979,6726.972527,3.820000
2020-02-04,242.275772,1.106293,6711.874725,3.820000
2020-02-05,246.603729,1.104728,6696.776923,3.820000
2020-02-06,249.274246,1.100231,6681.679121,3.820000
2020-02-07,249.304927,1.098298,6666.581319,3.820000
2020-02-08,249.335607,1.097175,6651.483516,3.820000
2020-02-09,249.366287,1.096053,6636.385714,3.820000
2020-02-10,251.392166,1.094931,6621.287912,3.820000
2020-02-11,249.642593,1.091346,6606.190110,3.820000
2020-02-12,250.010941,1.091941,6591.092308,3.820000
2020-02-13,246.972061,1.087595,6575.994505,3.820000
2020-02-14,246.757212,1.084599,6560.896703,3.820000
2020-02-15,246.542363,1.084458,6545.798901,3.820000
2020-02-16,246.327515,1.084316,6530.701099,3.820000
2020-02-17,247.064194,1.084175,6515.603297,3.820000
2020-02-18,250.747589,1.084011,6500.505495,3.820000
2020-02-19,244.669983,1.079540,6485.407692,3.820000
2020-02-20,244.946213,1.081010,6470.309890,3.820000
2020-02-21,241.876719,1.078800,6455.212088,3.820000
2020-02-22,238.807226,1.080502,6440.114286,3.820000
2020-02-23,235.737732,1.082203,6425.016484,3.820000
2020-02-24,232.698929,1.083905,6409.918681,3.820000
2020-02-25,233.896011,1.084920,6394.820879,3.820000
2020-02-26,227.081726,1.088200,6379.723077,3.820000
2020-02-27,221.924973,1.088589,6364.625275,3.820000
2020-02-28,223.920146,1.099723,6349.527473,3.820000
2020-02-29,225.915319,1.101526,6334.429670,3.820000
2020-03-01,227.910492,1.103328,6319.331868,3.820000
2020-03-02,231.501801,1.105131,6304.234066,3.820000
2020-03-03,238.960709,1.114405,6289.136264,3.820000
2020-03-04,237.119003,1.118068,6274.038462,3.820000
2020-03-05,233.619766,1.113908,6258.940659,3.820000
2020-03-06,228.432307,1.122385,6243.842857,3.820000
2020-03-07,223.244848,1.127791,6228.745055,3.820000
2020-03-08,218.057388,1.133196,6213.647253,3.820000
2020-03-09,215.847351,1.138602,6198.549451,3.820000
2020-03-10,211.519348,1.139796,6183.451648,3.820000
2020-03-11,196.141159,1.131651,6168.353846,3.820000
2020-03-12,198.903687,1.126152,6153.256044,3.820000
2020-03-13,196.325307,1.118493,6138.158242,3.820000
2020-03-14,193.746928,1.117507,6123.060440,3.820000
2020-03-15,191.168549,1.116522,6107.962637,3.820000
2020-03-16,204.981323,1.115536,6092.864835,3.820000
2020-03-17,206.638824,1.116321,6077.767033,3.820000
2020-03-18,209.585571,1.101552,6062.669231,3.820000
2020-03-19,209.033051,1.096155,6047.571429,3.820000
2020-03-20,207.068573,1.065735,6032.473626,3.820000
2020-03-21,205.104095,1.066969,6017.375824,3.820000
2020-03-22,203.139618,1.068204,6002.278022,3.820000
2020-03-23,219.438675,1.069439,5987.180220,3.820000
2020-03-24,233.711853,1.076461,5972.082418,3.820000
2020-03-25,234.448532,1.080264,5956.984615,3.820000
2020-03-26,221.004105,1.088957,5941.886813,3.820000
2020-03-27,222.937892,1.104826,5926.789011,3.820000
2020-03-28,224.871679,1.109367,5911.691209,3.820000
2020-03-29,226.805466,1.113908,5896.593407,3.820000
2020-03-30,219.991180,1.103047,5881.495604,3.820000
2020-03-31,214.834412,1.102657,5866.397802,3.820000
2020-04-01,219.162415,1.095362,5851.300000,3.820000
2020-04-02,217.596954,1.084740,5864.327473,3.816264
2020-04-03,217.320699,1.083392,5877.354945,3.812527
2020-04-04,217.044444,1.082044,5890.382418,3.808791
2020-04-05,216.768188,1.080696,5903.409890,3.805055
2020-04-06,221.004105,1.080380,5916.437363,3.801319
2020-04-07,223.214157,1.089514,5929.464835,3.797582
2020-04-08,225.424194,1.086366,5942.492308,3.793846
2020-04-09,226.473965,1.092741,5955.519780,3.790110
2020-04-10,227.523737,1.092916,5968.547253,3.786374
2020-04-11,228.573508,1.093091,5981.574725,3.782637
2020-04-12,229.623279,1.093267,5994.602198,3.778901
2020-04-13,230.673050,1.092299,6007.629670,3.775165
2020-04-14,226.437119,1.098539,6020.657143,3.771429
2020-04-15,225.147934,1.090510,6033.684615,3.767692
2020-04-16,228.002594,1.085847,6046.712088,3.763956
2020-04-17,230.488887,1.086130,6059.739560,3.760220
2020-04-18,232.975179,1.086413,6072.767033,3.756484
2020-04-19,235.461472,1.086697,6085.794505,3.752747
2020-04-20,226.345047,1.086484,6098.821978,3.749011
2020-04-21,228.462997,1.085647,6111.849451,3.745275
2020-04-22,226.345047,1.080964,6124.876923,3.741538
2020-04-23,224.042908,1.077702,6137.904396,3.737802
2020-04-24,224.933065,1.079258,6150.931868,3.734066
2020-04-25,225.823222,1.080813,6163.959341,3.730330
2020-04-26,226.713379,1.082368,6176.986813,3.726593
2020-04-27,234.264359,1.082485,6190.014286,3.722857
2020-04-28,235.921890,1.083658,6203.041758,3.719121
2020-04-29,244.301620,1.087725,6216.069231,3.715385
2020-04-30,240.825409,1.094547,6229.096703,3.711648
2020-05-01,237.349197,1.095019,6242.124176,3.707912
2020-05-02,233.872986,1.095491,6255.151648,3.704176
2020-05-03,230.396774,1.095963,6268.179121,3.700440
2020-05-04,228.555099,1.090429,6281.206593,3.696703
2020-05-05,223.766663,1.083858,6294.234066,3.692967
2020-05-06,229.291763,1.079855,6307.261538,3.689231
2020-05-07,233.435608,1.083717,6320.289011,3.685495
2020-05-08,234.172287,1.083795,6333.316484,3.681758
2020-05-09,234.908966,1.083874,6346.343956,3.678022
2020-05-10,235.645645,1.083952,6359.371429,3.674286
2020-05-11,233.251434,1.080941,6372.398901,3.670549
2020-05-12,225.976700,1.084681,6385.426374,3.666813
2020-05-13,222.293289,1.082368,6398.453846,3.663077
2020-05-14,223.490417,1.080696,6411.481319,3.659341
2020-05-15,225.823237,1.081175,6424.508791,3.655604
2020-05-16,228.156057,1.081655,6437.536264,3.651868
2020-05-17,230.488876,1.082134,6450.563736,3.648132
2020-05-18,228.647171,1.091512,6463.591209,3.644396
2020-05-19,233.251434,1.092777,6476.618681,3.640659
2020-05-20,228.647171,1.098298,6489.646154,3.636923
2020-05-21,228.462997,1.095290,6502.673626,3.633187
2020-05-22,229.383855,1.093787,6515.701099,3.629451
2020-05-23,230.304713,1.092284,6528.728571,3.625714
2020-05-24,231.225571,1.090780,6541.756044,3.621978
2020-05-25,228.831360,1.090300,6554.783516,3.618242
2020-05-26,231.501801,1.098177,6567.810989,3.614505
2020-05-27,239.605331,1.101686,6580.838462,3.610769
2020-05-28,241.170731,1.107911,6593.865934,3.607033
2020-05-29,240.219187,1.109224,6606.893407,3.603297
2020-05-30,239.267644,1.110538,6619.920879,3.599560
2020-05-31,238.316101,1.111852,6632.948352,3.595824
2020-06-01,240.526169,1.112595,6645.975824,3.592088
2020-06-02,248.997971,1.118944,6659.003297,3.588352
2020-06-03,245.406662,1.123595,6672.030769,3.584615
2020-06-04,248.353394,1.133787,6685.058242,3.580879
2020-06-05,246.818654,1.133175,6698.085714,3.577143
2020-06-06,245.283915,1.132563,6711.113187,3.573407
2020-06-07,243.749176,1.131952,6724.140659,3.569670
2020-06-08,244.946213,1.130557,6737.168132,3.565934
2020-06-09,245.498749,1.133222,6750.195604,3.562198
2020-06-10,243.749176,1.136544,6763.223077,3.558462
2020-06-11,242.552017,1.128808,6776.250549,3.554725
2020-06-12,241.784648,1.127606,6789.278022,3.550989
2020-06-13,241.017278,1.126403,6802.305495,3.547253
2020-06-14,240.249908,1.125201,6815.332967,3.543516
2020-06-15,250.563446,1.133774,6828.360440,3.539780
2020-06-16,254.338898,1.126570,6841.387912,3.536044
2020-06-17,254.707230,1.124290,6854.415385,3.532308
2020-06-18,257.101471,1.121100,6867.442857,3.528571
2020-06-19,256.334091,1.119985,6880.470330,3.524835
2020-06-20,255.566711,1.118870,6893.497802,3.521099
2020-06-21,254.799332,1.117756,6906.525275,3.517363
2020-06-22,258.390656,1.127968,6919.552747,3.513626
2020-06-23,256.917267,1.131235,6932.580220,3.509890
2020-06-24,258.758942,1.125087,6945.607692,3.506154
2020-06-25,262.534454,1.122208,6958.635165,3.502418
2020-06-26,262.595846,1.122334,6971.662637,3.498681
2020-06-27,262.657237,1.122460,6984.690110,3.494945
2020-06-28,262.718628,1.122586,6997.717582,3.491209
2020-06-29,263.086975,1.124720,7010.745055,3.487473
2020-06-30,264.007874,1.123595,7023.772527,3.483736
2020-07-01,273.216339,1.125138,7036.800000,3.480000
2020-07-02,270.184235,1.123785,7045.952174,3.480000
2020-07-03,270.401927,1.124097,7055.104348,3.480000
2020-07-04,270.619619,1.124408,7064.256522,3.480000
2020-07-05,270.837311,1.124720,7073.408696,3.480000
2020-07-06,268.971405,1.131286,7082.560870,3.480000
2020-07-07,266.265808,1.127523,7091.713043,3.480000
2020-07-08,267.478699,1.133915,7100.865217,3.480000
2020-07-09,269.251282,1.128796,7110.017391,3.480000
2020-07-10,269.002482,1.129532,7119.169565,3.480000
2020-07-11,268.753682,1.130268,7128.321739,3.480000
2020-07-12,268.504883,1.131004,7137.473913,3.480000
2020-07-13,266.638947,1.134550,7146.626087,3.480000
2020-07-14,271.583679,1.141070,7155.778261,3.480000
2020-07-15,267.851837,1.141719,7164.930435,3.480000
2020-07-16,270.837311,1.139212,7174.082609,3.480000
2020-07-17,270.744008,1.140906,7183.234783,3.480000
2020-07-18,270.650706,1.142601,7192.386957,3.480000
2020-07-19,270.557404,1.144296,7201.539130,3.480000
2020-07-20,270.184235,1.145869,7210.691304,3.480000
2020-07-21,267.851837,1.153403,7219.843478,3.480000
2020-07-22,271.770233,1.156872,7228.995652,3.480000
2020-07-23,265.799347,1.159608,7238.147826,3.480000
2020-07-24,266.017029,1.161491,7247.300000,3.480000
2020-07-25,266.234711,1.163374,7256.452174,3.480000
2020-07-26,266.452393,1.165257,7265.604348,3.480000
2020-07-27,267.478699,1.176928,7274.756522,3.480000
2020-07-28,269.811035,1.171880,7283.908696,3.480000
2020-07-29,265.426147,1.178287,7293.060870,3.480000
2020-07-30,264.026703,1.187225,7302.213043,3.480000
2020-07-31,262.502879,1.184227,7311.365217,3.480000
2020-08-01,260.979055,1.181229,7320.517391,3.480000
2020-08-02,259.455231,1.178231,7329.669565,3.480000
2020-08-03,262.720581,1.176332,7338.821739,3.480000
2020-08-04,263.560242,1.181544,7347.973913,3.480000
2020-08-05,260.294861,1.187282,7357.126087,3.480000
2020-08-06,258.988739,1.187648,7366.278261,3.480000
2020-08-07,258.491150,1.184523,7375.430435,3.480000
2020-08-08,257.993561,1.181398,7384.582609,3.480000
2020-08-09,257.495972,1.178273,7393.734783,3.480000
2020-08-10,258.615570,1.173778,7402.886957,3.480000
2020-08-11,263.280334,1.173654,7412.039130,3.480000
2020-08-12,263.560242,1.179380,7421.191304,3.480000
2020-08-13,259.828400,1.181656,7430.343478,3.480000
2020-08-14,259.952799,1.182856,7439.495652,3.480000
2020-08-15,260.077199,1.184056,7448.647826,3.480000
2020-08-16,260.201599,1.185255,7457.800000,3.480000
2020-08-17,260.481476,1.187648,7466.952174,3.480000
2020-08-18,264.026703,1.194786,7476.104348,3.480000
2020-08-19,260.294861,1.184350,7485.256522,3.480000
2020-08-20,255.536789,1.187366,7494.408696,3.480000
2020-08-21,256.998423,1.184845,7503.560870,3.480000
2020-08-22,258.460058,1.182323,7512.713043,3.480000
2020-08-23,259.921692,1.179802,7521.865217,3.480000
2020-08-24,260.108307,1.179454,7531.017391,3.480000
2020-08-25,262.533936,1.183502,7540.169565,3.480000
2020-08-26,261.787628,1.184273,7549.321739,3.480000
2020-08-27,258.615570,1.181963,7558.473913,3.480000
2020-08-28,258.522278,1.185250,7567.626087,3.480000
2020-08-29,258.428986,1.188537,7576.778261,3.480000
2020-08-30,258.335693,1.191824,7585.930435,3.480000
2020-08-31,258.895477,1.193902,7595.082609,3.480000
2020-09-01,262.347382,1.192321,7604.234783,3.480000
2020-09-02,259.921692,1.184736,7613.386957,3.480000
2020-09-03,255.536789,1.183978,7622.539130,3.480000
2020-09-04,256.998423,1.183801,7631.691304,3.480000
2020-09-05,258.460058,1.183623,7640.843478,3.480000
2020-09-06,259.921692,1.183446,7649.995652,3.480000
2020-09-07,257.402740,1.182173,7659.147826,3.480000
2020-09-08,263.653534,1.177024,7668.300000,3.480000
2020-09-09,262.627258,1.180638,7677.452174,3.480000
2020-09-10,263.280334,1.182438,7686.604348,3.480000
2020-09-11,263.031535,1.183050,7695.756522,3.480000
2020-09-12,262.782735,1.183661,7704.908696,3.480000
2020-09-13,262.533936,1.184273,7714.060870,3.480000
2020-09-14,264.399872,1.187000,7723.213043,3.480000
2020-09-15,262.160767,1.184441,7732.365217,3.480000
2020-09-16,261.227844,1.180345,7741.517391,3.480000
2020-09-17,258.055756,1.184820,7750.669565,3.480000
2020-09-18,256.345352,1.184731,7759.821739,3.480000
2020-09-19,254.634949,1.184642,7768.973913,3.480000
2020-09-20,252.924545,1.184553,7778.126087,3.480000
2020-09-21,255.536789,1.176800,7787.278261,3.480000
2020-09-22,258.895477,1.170837,7796.430435,3.480000
2020-09-23,255.723404,1.165854,7805.582609,3.480000
2020-09-24,252.551376,1.167324,7814.734783,3.480000
2020-09-25,255.008148,1.166061,7823.886957,3.480000
2020-09-26,257.464920,1.164798,7833.039130,3.480000
2020-09-27,259.921692,1.163535,7842.191304,3.480000
2020-09-28,262.627258,1.167883,7851.343478,3.480000
2020-09-29,258.988739,1.174205,7860.495652,3.480000
2020-09-30,263.746826,1.172608,7869.647826,3.480000
2020-10-01,262.347382,1.174495,7878.800000,3.480000
2020-10-02,261.974202,1.173678,7875.927174,3.492500
2020-10-03,261.601023,1.172861,7873.054348,3.505000
2020-10-04,261.227844,1.172044,7870.181522,3.517500
2020-10-05,260.481476,1.179245,7867.308696,3.530000
2020-10-06,259.455231,1.173764,7864.435870,3.542500
2020-10-07,259.828400,1.176747,7861.563043,3.555000
2020-10-08,263.466949,1.176700,7858.690217,3.567500
2020-10-09,265.021861,1.178362,7855.817391,3.580000
2020-10-10,266.576772,1.180023,7852.944565,3.592500
2020-10-11,268.131683,1.181684,7850.071739,3.605000
2020-10-12,267.851837,1.181614,7847.198913,3.617500
2020-10-13,270.837311,1.174219,7844.326087,3.630000
2020-10-14,265.612762,1.174398,7841.453261,3.642500
2020-10-15,271.863556,1.170713,7838.580435,3.655000
2020-10-16,270.961700,1.170992,7835.707609,3.667500
2020-10-17,270.059845,1.171271,7832.834783,3.680000
2020-10-18,269.157990,1.171550,7829.961957,3.692500
2020-10-19,271.117218,1.176886,7827.089130,3.705000
2020-10-20,267.571899,1.182984,7824.216304,3.717500
2020-10-21,266.172485,1.185396,7821.343478,3.730000
2020-10-22,269.251282,1.181502,7818.470652,3.742500
2020-10-23,268.225016,1.182339,7815.597826,3.755000
2020-10-24,267.198751,1.183175,7812.725000,3.767500
2020-10-25,266.172485,1.184012,7809.852174,3.780000
2020-10-26,267.851837,1.184848,7806.979348,3.792500
2020-10-27,260.108307,1.180944,7804.106522,3.805000
2020-10-28,260.388184,1.178411,7801.233696,3.817500
2020-10-29,259.082062,1.174867,7798.360870,3.830000
2020-10-30,261.010162,1.167870,7795.488043,3.842500
2020-10-31,262.938263,1.166650,7792.615217,3.855000
2020-11-01,264.866364,1.165431,7789.742391,3.867500
2020-11-02,270.744049,1.164212,7786.869565,3.880000
2020-11-03,279.793671,1.164280,7783.996739,3.892500
2020-11-04,278.767395,1.176221,7781.123913,3.905000
2020-11-05,277.088104,1.173268,7778.251087,3.917500
2020-11-06,281.441895,1.181754,7775.378261,3.930000
2020-11-07,285.795685,1.184270,7772.505435,3.942500
2020-11-08,290.149475,1.186785,7769.632609,3.955000
2020-11-09,294.254486,1.189301,7766.759783,3.967500
2020-11-10,297.613159,1.182732,7763.886957,3.980000
2020-11-11,296.027100,1.181879,7761.014130,3.992500
2020-11-12,293.134949,1.178030,7758.141304,4.005000
2020-11-13,294.161204,1.180339,7755.268478,4.017500
2020-11-14,295.187459,1.181735,7752.395652,4.030000
2020-11-15,296.213715,1.183130,7749.522826,4.042500
2020-11-16,295.374054,1.184525,7746.650000,4.055000
2020-11-17,293.508118,1.185944,7743.777174,4.067500
2020-11-18,289.962860,1.186366,7740.904348,4.080000
2020-11-19,291.175751,1.184764,7738.031522,4.092500
2020-11-20,289.372040,1.186648,7735.158696,4.105000
2020-11-21,287.568329,1.186648,7732.285870,4.117500
2020-11-22,285.764618,1.186648,7729.413043,4.130000
2020-11-23,276.061829,1.186648,7726.540217,4.142500
2020-11-24,283.991974,1.184273,7723.667391,4.155000
2020-11-25,285.298126,1.190051,7720.794565,4.167500
2020-11-26,288.563477,1.192000,7717.921739,4.180000
2020-11-27,287.786011,1.191600,7715.048913,4.192500
2020-11-28,287.008545,1.193449,7712.176087,4.205000
2020-11-29,286.231079,1.195297,7709.303261,4.217500
2020-11-30,285.764618,1.197146,7706.430435,4.230000
2020-12-01,285.857880,1.193816,7703.557609,4.242500
2020-12-02,284.551758,1.207438,7700.684783,4.255000
2020-12-03,285.764618,1.211460,7697.811957,4.267500
2020-12-04,285.049347,1.214565,7694.939130,4.280000
2020-12-05,284.334076,1.213755,7692.066304,4.292500
2020-12-06,283.618805,1.212946,7689.193478,4.305000
2020-12-07,284.365143,1.212136,7686.320652,4.317500
2020-12-08,281.752899,1.211314,7683.447826,4.330000
2020-12-09,281.473022,1.211094,7680.575000,4.342500
2020-12-10,282.219360,1.207875,7677.702174,4.355000
2020-12-11,282.281565,1.214429,7674.829348,4.367500
2020-12-12,282.343770,1.214066,7671.956522,4.380000
2020-12-13,282.405975,1.213703,7669.083696,4.392500
2020-12-14,282.219360,1.213340,7666.210870,4.405000
2020-12-15,288.656769,1.214890,7663.338043,4.417500
2020-12-16,284.271881,1.215430,7660.465217,4.430000
2020-12-17,284.924927,1.219959,7657.592391,4.442500
2020-12-18,281.877279,1.226272,7654.719565,4.455000
2020-12-19,278.829631,1.224719,7651.846739,4.467500
2020-12-20,275.781982,1.223166,7648.973913,4.480000
2020-12-21,281.566254,1.221613,7646.101087,4.492500
2020-12-22,283.338867,1.223691,7643.228261,4.505000
2020-12-23,282.032745,1.218665,7640.355435,4.517500
2020-12-24,283.618774,1.219141,7637.482609,4.530000
2020-12-25,285.204803,1.218472,7634.609783,4.542500
2020-12-26,286.790833,1.219151,7631.736957,4.555000
2020-12-27,288.376862,1.219830,7628.864130,4.567500
2020-12-28,291.269043,1.220510,7625.991304,4.580000
2020-12-29,292.201965,1.222345,7623.118478,4.592500
2020-12-30,289.962860,1.225295,7620.245652,4.605000
2020-12-31,290.172791,1.229990,7617.372826,4.617500
2021-01-01,290.382721,1.218027,7614.500000,4.630000
2021-01-02,290.592651,1.220375,7614.140000,4.630000
2021-01-03,290.802582,1.222722,7613.780000,4.630000
2021-01-04,287.817108,1.225070,7613.420000,4.630000
2021-01-05,288.096985,1.225160,7613.060000,4.630000
2021-01-06,286.977478,1.230027,7612.700000,4.630000
2021-01-07,285.764618,1.234111,7612.340000,4.630000
2021-01-08,285.391429,1.227144,7611.980000,4.630000
2021-01-09,285.018239,1.224303,7611.620000,4.630000
2021-01-10,284.645050,1.221462,7611.260000,4.630000
2021-01-11,280.353455,1.218621,7610.900000,4.630000
2021-01-12,281.286407,1.216070,7610.540000,4.630000
2021-01-13,278.021057,1.220889,7610.180000,4.630000
2021-01-14,278.394257,1.216249,7609.820000,4.630000
2021-01-15,277.927765,1.215126,7609.460000,4.630000
2021-01-16,277.461273,1.212354,7609.100000,4.630000
2021-01-17,276.994781,1.209583,7608.740000,4.630000
2021-01-18,277.181396,1.206811,7608.380000,4.630000
2021-01-19,273.916046,1.207729,7608.020000,4.630000
2021-01-20,274.848999,1.213887,7607.660000,4.630000
2021-01-21,276.435028,1.211563,7607.300000,4.630000
2021-01-22,277.274689,1.216629,7606.940000,4.630000
2021-01-23,278.114349,1.216734,7606.580000,4.630000
2021-01-24,278.954010,1.216840,7606.220000,4.630000
2021-01-25,281.566254,1.216945,7605.860000,4.630000
2021-01-26,277.647888,1.214624,7605.500000,4.630000
2021-01-27,277.461304,1.216299,7605.140000,4.630000
2021-01-28,270.650696,1.210507,7604.780000,4.630000
2021-01-29,272.641012,1.212004,7604.420000,4.630000
2021-01-30,274.631327,1.212131,7604.060000,4.630000
2021-01-31,276.621643,1.212258,7603.700000,4.630000
2021-02-01,278.394257,1.212386,7603.340000,4.630000
2021-02-02,276.061829,1.206869,7602.980000,4.630000
